roll,pitch,yaw,longi,lati,chargeRC,chargeTele,temp,velocity,result
63.52,-49.71,331.23,0.0,0.0,0.04,7.46,22,0,1
-20.3,-12.56,227.23,0.0,0.0,0.04,7.51,22,0,1
129.74,-61.59,349.17,0.0,0.0,0.14,7.6,22,0,1
-149.55,-5.36,59.58,0.0,0.0,0.32,7.79,22,0,1
-151.78,-47.33,67.55,0.0,0.0,0.25,7.7,22,0,1
1.31,6.73,183.37,0.0,0.0,1.36,9.09,21,0,0
-35.91,-14.46,81.99,0.0,0.0,0.02,7.3,22,0,1
4.0,-1.7,217.93,0.0,0.0,0.49,8.26,21,0,1
136.16,-26.56,207.55,0.0,0.0,0.3,7.63,22,0,1
58.14,56.08,348.48,0.0,0.0,0.07,7.6,22,0,1
15.67,-1.26,176.12,0.0,0.0,1.34,8.92,21,0,0
4.18,-3.02,221.05,0.0,0.0,0.75,8.48,21,0,0
-0.22,-29.57,144.84,0.0,0.0,0.07,7.63,22,0,1
4.53,-6.84,226.68,0.0,0.0,1.22,8.83,21,0,0
5.64,2.2,185.02,0.0,0.0,0.42,8.19,21,0,1
9.28,-34.47,151.36,0.0,0.0,0.04,7.56,22,0,1
30.15,-2.57,3.39,0.0,0.0,0.04,7.3,22,0,1
4.4,-7.78,226.45,0.0,0.0,1.34,8.95,21,0,0
-42.04,-53.48,126.73,0.0,0.0,0.07,7.63,22,0,1
-42.73,13.54,331.14,0.0,0.0,0.02,7.49,22,0,1
-2.25,-28.61,143.17,0.0,0.0,0.04,7.53,22,0,1
-159.38,-46.35,136.62,0.0,0.0,0.32,7.98,22,0,1
8.11,2.89,183.81,0.0,0.0,0.42,8.19,21,0,1
8.48,-34.25,149.39,0.0,0.0,0.04,7.53,22,0,1
2.86,3.69,293.97,0.0,0.0,0.3,7.77,21,0,1
124.07,18.78,189.64,0.0,0.0,0.02,7.25,22,0,1
114.47,-10.15,145.0,0.0,0.0,0.02,7.23,22,0,1
17.1,0.77,188.95,0.0,0.0,0.49,8.24,21,0,1
3.22,3.36,293.97,0.0,0.0,0.3,7.84,22,0,1
-30.69,-25.42,173.99,0.0,0.0,0.04,7.46,22,0,1
8.85,-35.46,113.09,0.0,0.0,0.04,7.49,22,0,1
102.23,-21.54,133.26,0.0,0.0,0.04,7.42,22,0,1
-0.47,3.57,344.19,0.0,0.0,0.07,7.56,22,0,1
26.26,65.64,56.5,0.0,0.0,0.02,7.23,22,0,1
4.43,-2.46,216.24,0.0,0.0,0.51,8.26,21,0,1
9.12,-34.96,145.62,0.0,0.0,0.04,7.49,22,0,1
-42.67,14.47,332.24,0.0,0.0,0.02,7.46,22,0,1
10.63,-35.33,113.81,0.0,0.0,0.04,7.44,22,0,1
-80.86,28.82,29.96,0.0,0.0,0.07,7.2,22,0,1
5.12,-1.38,215.9,0.0,0.0,0.56,8.31,21,0,1
105.89,14.23,163.86,0.0,0.0,0.07,7.56,22,0,1
163.88,-57.65,198.84,0.0,0.0,0.04,6.83,22,0,1
-122.71,36.5,302.31,0.0,0.0,0.04,7.46,22,0,1
-30.22,12.62,336.43,0.0,0.0,0.04,7.51,22,0,1
146.18,39.21,310.77,0.0,0.0,0.04,7.46,22,0,1
4.06,-6.85,188.29,0.0,0.0,1.2,8.85,21,0,0
124.21,25.29,309.68,0.0,0.0,0.04,7.46,22,0,1
3.66,-3.11,220.99,0.0,0.0,0.77,8.52,21,0,0
-174.36,-49.44,206.83,0.0,0.0,0.23,7.91,22,0,1
-27.74,-4.78,294.96,0.0,0.0,0.37,7.93,21,0,1
15.99,-2.35,255.95,0.0,0.0,0.07,7.53,22,0,1
-72.03,53.24,131.16,0.0,0.0,0.47,8.12,21,0,1
-158.24,39.35,249.72,0.0,0.0,0.3,7.82,22,0,1
4.44,-7.84,224.74,0.0,0.0,0.98,8.64,21,0,0
-171.7,-54.75,172.08,0.0,0.0,0.16,7.79,22,0,1
-124.68,23.01,72.36,0.0,0.0,0.44,8.15,21,0,1
75.23,-9.7,210.92,0.0,0.0,0.04,7.39,22,0,1
7.58,-36.49,238.97,0.0,0.0,0.02,7.37,22,0,1
17.32,9.11,38.6,0.0,0.0,0.04,7.42,22,0,1
0.43,3.58,341.44,0.0,0.0,0.04,7.56,22,0,1
-13.14,-25.01,254.31,0.0,0.0,0.04,7.39,22,0,1
-5.34,3.54,199.2,0.0,0.0,1.29,8.9,21,0,0
3.31,3.82,289.78,0.0,0.0,0.3,7.74,21,0,1
9.78,-34.97,116.67,0.0,0.0,0.02,7.42,22,0,1
-151.65,-49.06,163.28,0.0,0.0,0.28,7.89,22,0,1
-26.54,-75.13,193.13,0.0,0.0,0.02,7.3,22,0,1
9.37,-35.55,119.43,0.0,0.0,0.04,7.42,22,0,1
-0.78,-28.43,147.92,0.0,0.0,0.04,7.56,22,0,1
9.22,-35.05,137.29,0.0,0.0,0.04,7.49,22,0,1
-0.16,3.41,343.42,0.0,0.0,0.07,7.51,22,0,1
4.79,-7.03,226.25,0.0,0.0,0.84,8.55,21,0,0
78.0,46.73,96.52,0.0,0.0,0.04,7.42,22,0,1
3.04,-2.46,218.25,0.0,0.0,0.47,8.26,21,0,1
175.83,9.51,55.0,0.0,0.0,0.47,7.93,22,0,1
8.53,-37.55,156.31,0.0,0.0,0.04,7.42,22,0,1
-44.03,15.59,327.61,0.0,0.0,0.07,7.53,22,0,1
11.21,5.29,186.83,0.0,0.0,0.42,8.19,21,0,1
-0.6,2.49,341.72,0.0,0.0,0.04,7.56,22,0,1
3.36,-3.13,221.03,0.0,0.0,0.75,8.45,21,0,0
3.4,3.87,290.66,0.0,0.0,0.32,7.79,21,0,1
3.51,-2.85,220.11,0.0,0.0,0.77,8.48,21,0,0
-0.61,15.5,217.78,0.0,0.0,0.54,8.0,22,0,1
70.57,5.72,193.24,0.0,0.0,0.47,8.22,21,0,1
9.26,-34.0,143.35,0.0,0.0,0.04,7.42,22,0,1
-13.77,20.73,193.7,0.0,0.0,0.04,7.42,22,0,1
3.6,-1.76,217.73,0.0,0.0,0.49,8.24,21,0,1
161.27,16.12,314.21,0.0,0.0,0.49,8.1,22,0,1
-20.6,6.72,330.92,0.0,0.0,0.7,8.38,22,0,1
4.71,-7.47,226.6,0.0,0.0,1.38,8.99,21,0,0
3.67,-3.05,219.91,0.0,0.0,0.58,8.38,21,0,1
68.1,-25.38,38.28,0.0,0.0,0.84,8.24,22,0,1
1.59,5.74,97.2,0.0,0.0,1.41,8.97,21,0,0
-13.67,5.37,353.08,0.0,0.0,0.72,7.93,21,0,1
-158.59,-11.37,193.0,0.0,0.0,1.05,8.64,21,0,0
0.13,3.54,341.45,0.0,0.0,0.04,7.56,22,0,1
6.81,-4.36,226.22,0.0,0.0,1.1,8.78,21,0,0
120.04,10.46,128.83,0.0,0.0,0.09,7.67,22,0,1
3.65,3.72,294.58,0.0,0.0,0.3,7.91,22,0,1
6.21,-4.81,226.57,0.0,0.0,0.96,8.64,21,0,0
9.76,-34.71,121.12,0.0,0.0,0.04,7.49,22,0,1
10.08,-34.28,122.32,0.0,0.0,0.04,7.56,22,0,1
-18.15,-14.93,271.86,0.0,0.0,0.04,7.39,22,0,1
-3.25,-32.1,141.22,0.0,0.0,0.07,7.51,22,0,1
5.8,-4.87,223.41,0.0,0.0,1.36,8.95,21,0,0
-7.49,-2.53,119.69,0.0,0.0,0.04,7.42,22,0,1
-2.5,-25.77,159.36,0.0,0.0,0.07,7.56,22,0,1
139.78,-5.81,224.47,0.0,0.0,0.11,7.42,22,0,1
-3.29,-48.02,138.91,0.0,0.0,0.07,7.49,22,0,1
88.02,-51.18,273.73,0.0,0.0,0.09,7.82,22,0,1
-115.84,-14.04,78.59,0.0,0.0,0.3,7.82,22,0,1
136.66,54.97,122.64,0.0,0.0,0.04,7.44,22,0,1
7.61,46.46,46.05,0.0,0.0,0.4,8.12,22,0,1
156.34,1.61,166.25,0.0,0.0,0.07,7.56,22,0,1
3.81,-2.65,218.31,0.0,0.0,0.47,8.24,21,0,1
-9.09,42.49,20.47,0.0,0.0,0.42,8.17,22,0,1
7.89,-27.32,352.34,0.0,0.0,0.07,7.65,22,0,1
-1.32,3.69,341.22,0.0,0.0,0.04,7.56,22,0,1
-7.16,21.57,210.91,0.0,0.0,0.04,7.42,22,0,1
8.1,-4.96,218.19,0.0,0.0,1.1,8.76,21,0,0
136.1,-58.87,248.03,0.0,0.0,0.02,7.25,22,0,1
4.57,-13.9,220.62,0.0,0.0,1.24,9.7,21,0,0
1.3,-47.51,167.13,0.0,0.0,0.04,7.42,22,0,1
2.92,-7.29,233.21,0.0,0.0,0.77,8.5,21,0,0
2.88,4.36,294.63,0.0,0.0,0.32,7.93,22,0,1
0.22,2.48,341.68,0.0,0.0,0.07,7.53,22,0,1
41.9,10.49,281.23,0.0,0.0,0.07,7.53,22,0,1
4.83,-7.04,226.54,0.0,0.0,1.1,8.76,21,0,0
-37.34,23.12,71.21,0.0,0.0,0.54,7.96,22,0,1
6.95,-4.52,226.08,0.0,0.0,1.17,8.81,21,0,0
4.35,-3.6,218.01,0.0,0.0,0.65,8.38,21,0,1
3.59,-1.96,217.2,0.0,0.0,0.51,8.29,21,0,1
-0.35,3.59,292.49,0.0,0.0,0.35,7.82,21,0,1
8.58,5.1,186.32,0.0,0.0,0.42,8.17,21,0,1
3.52,-3.41,220.9,0.0,0.0,1.03,8.66,21,0,0
10.64,6.27,143.07,0.0,0.0,1.62,9.16,21,0,0
10.76,-34.64,112.78,0.0,0.0,0.02,7.42,22,0,1
-126.23,-63.99,7.51,0.0,0.0,0.02,7.3,22,0,1
118.96,-2.72,199.08,0.0,0.0,1.03,8.69,21,0,0
0.42,-82.78,70.29,0.0,0.0,0.07,7.6,22,0,1
27.43,-49.68,266.87,0.0,0.0,0.02,7.25,22,0,1
10.57,-35.35,116.39,0.0,0.0,0.04,7.49,22,0,1
147.42,4.85,222.54,0.0,0.0,0.07,7.6,22,0,1
-0.75,14.4,322.24,0.0,0.0,0.04,7.44,22,0,1
6.17,49.02,44.73,0.0,0.0,0.4,8.1,22,0,1
104.21,30.36,82.24,0.0,0.0,0.07,7.72,22,0,1
117.65,-2.37,130.89,0.0,0.0,0.07,7.56,22,0,1
-111.95,-37.66,103.31,0.0,0.0,0.28,7.82,22,0,1
-1.49,-7.44,239.07,0.0,0.0,1.13,8.73,21,0,0
-28.36,-11.96,61.13,0.0,0.0,0.04,7.44,22,0,1
-29.42,44.88,32.51,0.0,0.0,0.04,7.34,22,0,1
-6.35,-16.26,350.38,0.0,0.0,0.04,6.78,22,0,1
8.41,-24.56,349.13,0.0,0.0,0.07,7.63,22,0,1
3.72,-3.52,219.88,0.0,0.0,0.58,8.38,21,0,1
4.36,-5.02,228.69,0.0,0.0,1.13,8.73,21,0,0
172.03,-3.04,194.29,0.0,0.0,0.42,7.74,22,0,1
-68.69,-31.16,174.72,0.0,0.0,0.04,7.39,22,0,1
-47.14,-63.88,286.88,0.0,0.0,0.04,7.42,22,0,1
33.36,-4.07,192.83,0.0,0.0,0.04,7.51,22,0,1
-44.97,49.56,185.39,0.0,0.0,0.44,8.15,21,0,1
-93.96,26.68,194.99,0.0,0.0,0.3,7.7,22,0,1
170.51,-66.52,217.86,0.0,0.0,0.02,7.23,22,0,1
0.61,-6.19,232.03,0.0,0.0,1.13,8.76,21,0,0
-43.37,-36.33,288.43,0.0,0.0,0.42,8.05,21,0,1
-3.6,-41.2,139.39,0.0,0.0,0.07,7.63,22,0,1
3.97,-3.36,220.75,0.0,0.0,1.15,8.78,21,0,0
6.8,-4.55,227.26,0.0,0.0,1.24,8.88,21,0,0
-0.58,3.73,342.93,0.0,0.0,0.07,7.56,22,0,1
-40.87,-28.67,287.44,0.0,0.0,0.42,8.05,21,0,1
-5.13,-2.41,145.02,0.0,0.0,0.91,8.55,21,0,0
25.59,-37.91,31.0,0.0,0.0,0.04,7.42,22,0,1
3.55,3.41,290.65,0.0,0.0,0.32,7.79,21,0,1
-8.49,0.29,291.82,0.0,0.0,0.37,7.84,21,0,1
36.75,-31.27,350.65,0.0,0.0,0.02,7.27,22,0,1
-70.5,-82.09,161.37,0.0,0.0,0.04,7.42,22,0,1
7.55,-34.15,149.7,0.0,0.0,0.04,7.49,22,0,1
9.48,-34.47,143.11,0.0,0.0,0.04,7.49,22,0,1
-3.56,-28.39,157.21,0.0,0.0,0.07,7.63,22,0,1
-118.87,15.51,199.95,0.0,0.0,0.77,8.4,22,0,1
-16.53,-3.0,292.09,0.0,0.0,0.37,7.98,21,0,1
9.84,-35.11,125.16,0.0,0.0,0.04,7.42,22,0,1
4.15,-3.04,219.88,0.0,0.0,0.44,8.24,21,0,1
3.24,4.55,294.26,0.0,0.0,0.32,7.91,22,0,1
-26.51,-14.1,198.74,0.0,0.0,0.4,8.12,21,0,1
-31.64,13.01,336.14,0.0,0.0,0.04,7.49,22,0,1
-72.38,16.51,324.98,0.0,0.0,0.04,6.78,22,0,1
-129.89,-50.7,147.83,0.0,0.0,0.11,7.56,22,0,1
-15.65,4.59,203.61,0.0,0.0,0.04,7.51,22,0,1
-16.12,14.99,177.34,0.0,0.0,0.04,7.51,22,0,1
-1.09,10.31,136.56,0.0,0.0,0.07,7.46,22,0,1
9.64,-4.21,220.6,0.0,0.0,1.22,8.88,21,0,0
-8.91,-17.04,191.99,0.0,0.0,0.4,8.12,21,0,1
-2.39,64.25,129.81,0.0,0.0,0.04,7.42,22,0,1
-37.43,17.12,291.72,0.0,0.0,0.61,8.22,21,0,1
127.3,-24.81,25.73,0.0,0.0,0.25,7.84,22,0,1
2.97,-3.37,220.89,0.0,0.0,0.77,8.5,21,0,0
129.22,13.05,219.72,0.0,0.0,0.07,7.09,22,0,1
10.01,-35.13,128.03,0.0,0.0,0.04,7.42,22,0,1
-130.11,8.98,60.68,0.0,0.0,0.47,8.19,21,0,1
155.07,75.74,71.36,0.0,0.0,0.04,7.32,22,0,1
9.55,-35.46,126.75,0.0,0.0,0.04,7.42,22,0,1
30.35,-5.35,28.9,0.0,0.0,0.04,7.42,22,0,1
6.38,-4.42,226.68,0.0,0.0,0.94,8.62,21,0,0
167.19,66.08,162.77,0.0,0.0,0.07,7.63,22,0,1
3.92,-2.85,220.02,0.0,0.0,0.49,8.29,21,0,1
3.13,3.35,294.02,0.0,0.0,0.3,7.84,22,0,1
-12.58,50.7,319.83,0.0,0.0,0.07,6.87,22,0,1
3.25,-3.2,220.05,0.0,0.0,0.68,8.43,21,0,0
5.07,-4.73,215.79,0.0,0.0,1.17,8.81,21,0,0
9.35,-34.63,134.28,0.0,0.0,0.04,7.56,22,0,1
9.34,-35.33,124.87,0.0,0.0,0.04,7.51,22,0,1
124.21,-51.08,293.76,0.0,0.0,0.02,7.27,22,0,1
-6.75,-0.89,295.57,0.0,0.0,1.34,8.97,21,0,0
7.95,-33.84,151.7,0.0,0.0,0.04,7.53,22,0,1
5.2,-7.28,226.61,0.0,0.0,1.24,8.88,21,0,0
9.35,-34.36,139.03,0.0,0.0,0.04,7.49,22,0,1
-1.19,3.77,292.44,0.0,0.0,0.35,7.79,21,0,1
17.5,-25.06,92.6,0.0,0.0,0.14,7.67,22,0,1
5.34,-38.64,162.02,0.0,0.0,0.04,7.46,22,0,1
93.67,-28.54,332.2,0.0,0.0,0.02,7.18,22,0,1
-4.6,1.49,215.7,0.0,0.0,1.03,8.69,21,0,0
-0.13,-4.2,194.08,0.0,0.0,1.2,8.85,21,0,0
3.57,3.71,294.8,0.0,0.0,0.32,7.91,22,0,1
-82.74,-65.32,157.14,0.0,0.0,0.07,7.67,22,0,1
-40.3,-41.27,276.13,0.0,0.0,0.44,8.22,21,0,1
4.57,-7.1,226.72,0.0,0.0,1.13,8.78,21,0,0
-0.91,4.01,341.88,0.0,0.0,0.07,7.6,22,0,1
-14.12,17.59,86.98,0.0,0.0,0.07,7.53,22,0,1
34.73,58.46,72.88,0.0,0.0,0.35,8.03,22,0,1
14.29,4.43,189.85,0.0,0.0,0.44,8.22,21,0,1
3.29,-3.44,219.87,0.0,0.0,0.44,8.24,21,0,1
3.76,-3.09,220.9,0.0,0.0,0.96,8.59,21,0,0
3.74,-3.12,220.08,0.0,0.0,0.77,8.52,21,0,0
3.4,3.73,294.06,0.0,0.0,0.3,7.86,22,0,1
9.36,-35.18,117.67,0.0,0.0,0.04,7.49,22,0,1
3.5,-2.0,217.3,0.0,0.0,0.49,8.29,21,0,1
154.47,-36.22,279.31,0.0,0.0,0.7,8.05,22,0,1
9.35,-33.79,147.38,0.0,0.0,0.04,7.49,22,0,1
-78.13,52.53,321.56,0.0,0.0,0.51,7.98,22,0,1
10.24,-34.3,153.27,0.0,0.0,0.04,7.42,22,0,1
-13.12,-7.13,291.71,0.0,0.0,0.04,7.39,22,0,1
9.63,-35.06,137.19,0.0,0.0,0.04,7.42,22,0,1
-73.91,11.9,129.66,0.0,0.0,0.11,7.77,22,0,1
9.55,-34.81,144.13,0.0,0.0,0.04,7.49,22,0,1
0.67,-51.7,176.76,0.0,0.0,0.04,7.49,22,0,1
10.59,6.03,328.89,0.0,0.0,0.07,7.53,22,0,1
3.48,-2.38,217.76,0.0,0.0,0.47,8.24,21,0,1
-14.2,10.07,191.05,0.0,0.0,0.07,7.51,22,0,1
4.07,4.12,294.96,0.0,0.0,0.32,7.91,22,0,1
-6.96,2.61,199.29,0.0,0.0,0.98,8.62,21,0,0
2.96,3.87,293.4,0.0,0.0,0.3,7.74,22,0,1
86.53,23.83,88.04,0.0,0.0,0.04,7.32,22,0,1
64.59,6.53,193.2,0.0,0.0,0.72,8.48,21,0,0
41.7,7.95,287.96,0.0,0.0,0.07,7.51,22,0,1
3.7,-3.55,219.98,0.0,0.0,0.65,8.36,21,0,1
47.52,-45.27,338.84,0.0,0.0,0.07,7.53,22,0,1
-67.66,10.32,330.28,0.0,0.0,0.09,7.18,22,0,1
9.66,-34.4,133.6,0.0,0.0,0.04,7.56,22,0,1
3.72,18.96,220.94,0.0,0.0,0.07,7.67,22,0,1
-7.55,1.99,203.39,0.0,0.0,0.58,8.31,21,0,1
9.27,-33.84,143.51,0.0,0.0,0.04,7.44,22,0,1
110.16,-2.07,196.68,0.0,0.0,0.35,8.1,21,0,1
-11.89,5.34,349.1,0.0,0.0,0.7,7.96,22,0,1
-38.63,14.99,332.36,0.0,0.0,0.04,7.51,22,0,1
-140.25,-77.27,162.05,0.0,0.0,0.02,7.27,22,0,1
7.7,-4.43,226.06,0.0,0.0,1.03,8.71,21,0,0
129.01,-41.69,224.55,0.0,0.0,0.07,7.56,22,0,1
-2.12,-25.86,152.86,0.0,0.0,0.04,7.53,22,0,1
164.28,-18.87,184.83,0.0,0.0,0.07,7.44,22,0,1
31.41,0.74,188.73,0.0,0.0,0.54,8.26,21,0,1
129.18,5.28,193.37,0.0,0.0,0.04,7.46,22,0,1
-30.63,16.7,78.08,0.0,0.0,0.21,7.79,22,0,1
2.98,-3.39,220.14,0.0,0.0,0.49,8.26,21,0,1
5.42,-3.16,221.37,0.0,0.0,1.03,8.73,20,0,0
134.22,8.94,354.92,0.0,0.0,0.11,7.84,22,0,1
4.85,-7.1,226.56,0.0,0.0,0.91,8.57,21,0,0
-144.43,20.94,252.87,0.0,0.0,0.35,8.07,22,0,1
-13.96,-9.97,177.56,0.0,0.0,0.04,7.7,22,0,1
-1.29,-15.91,38.41,0.0,0.0,0.02,7.39,22,0,1
142.38,-11.06,55.24,0.0,0.0,0.4,7.96,22,0,1
10.18,-35.12,134.92,0.0,0.0,0.04,7.56,22,0,1
161.36,18.62,339.6,0.0,0.0,0.07,7.63,22,0,1
139.8,-58.54,245.58,0.0,0.0,0.04,7.3,22,0,1
153.46,-32.27,279.32,0.0,0.0,0.18,7.77,22,0,1
-2.16,10.46,136.27,0.0,0.0,0.07,7.46,22,0,1
6.38,-5.12,226.57,0.0,0.0,1.01,8.71,21,0,0
-7.92,-0.43,205.31,0.0,0.0,1.36,8.9,21,0,0
7.66,7.75,116.53,0.0,0.0,1.41,8.97,21,0,0
-42.44,-36.31,290.08,0.0,0.0,0.4,8.0,22,0,1
19.13,20.07,337.75,0.0,0.0,0.04,7.49,22,0,1
10.31,-34.98,117.27,0.0,0.0,0.04,7.44,22,0,1
178.35,-13.19,298.52,0.0,0.0,0.04,7.39,22,0,1
4.87,-5.07,227.5,0.0,0.0,1.24,8.9,21,0,0
10.55,-12.4,159.14,0.0,0.0,0.07,7.56,22,0,1
-5.65,-9.22,241.53,0.0,0.0,1.22,8.81,21,0,0
9.8,-35.13,120.89,0.0,0.0,0.02,7.44,22,0,1
81.97,-80.65,319.18,0.0,0.0,0.04,7.34,22,0,1
-5.45,-0.07,97.67,0.0,0.0,0.02,7.27,22,0,1
10.11,7.75,182.14,0.0,0.0,0.42,8.24,21,0,1
-61.71,15.35,325.54,0.0,0.0,0.11,7.46,22,0,1
19.1,79.32,16.04,0.0,0.0,0.02,7.3,22,0,1
3.85,-1.84,218.13,0.0,0.0,0.47,8.26,21,0,1
58.39,66.4,326.38,0.0,0.0,0.04,7.51,22,0,1
3.96,-3.13,219.85,0.0,0.0,0.58,8.33,21,0,1
6.04,-25.28,98.01,0.0,0.0,0.16,7.65,22,0,1
-0.56,-2.21,211.29,0.0,0.0,1.34,8.99,21,0,0
-121.38,29.87,166.89,0.0,0.0,0.14,7.7,22,0,1
88.12,39.52,129.82,0.0,0.0,0.11,7.67,22,0,1
61.81,-42.17,8.37,0.0,0.0,0.07,7.56,22,0,1
3.37,-3.71,220.74,0.0,0.0,1.08,8.76,21,0,0
9.96,-35.47,113.99,0.0,0.0,0.04,7.46,22,0,1
-30.65,-1.06,318.14,0.0,0.0,0.02,7.27,22,0,1
149.89,-1.25,219.89,0.0,0.0,0.07,7.53,22,0,1
-40.18,19.76,287.71,0.0,0.0,0.72,8.36,21,0,1
8.41,-35.05,147.53,0.0,0.0,0.04,7.44,22,0,1
-160.91,38.26,199.67,0.0,0.0,0.14,7.2,22,0,1
10.06,-35.3,120.25,0.0,0.0,0.02,7.42,22,0,1
10.26,-34.89,115.09,0.0,0.0,0.02,7.42,22,0,1
172.57,56.74,273.73,0.0,0.0,0.02,7.32,22,0,1
10.21,-35.19,122.46,0.0,0.0,0.02,7.42,22,0,1
139.57,-49.67,132.9,0.0,0.0,0.07,7.16,22,0,1
7.66,-5.1,225.86,0.0,0.0,1.22,8.88,21,0,0
6.98,-4.7,226.17,0.0,0.0,1.17,8.78,21,0,0
-21.5,-24.33,238.02,0.0,0.0,0.04,7.51,22,0,1
69.18,-8.36,189.94,0.0,0.0,0.4,8.15,21,0,1
-5.05,4.63,340.71,0.0,0.0,0.04,7.56,22,0,1
5.45,-6.35,222.43,0.0,0.0,0.89,8.59,21,0,0
166.48,-59.69,342.71,0.0,0.0,0.65,8.31,21,0,1
-3.37,-28.43,157.9,0.0,0.0,0.07,7.58,22,0,1
9.17,-34.83,120.17,0.0,0.0,0.04,7.49,22,0,1
8.46,-36.82,156.4,0.0,0.0,0.02,7.42,22,0,1
8.71,-34.76,113.3,0.0,0.0,0.02,7.49,22,0,1
10.0,-34.77,117.51,0.0,0.0,0.04,7.42,22,0,1
119.53,-6.92,194.35,0.0,0.0,0.61,8.31,21,0,1
3.85,4.11,292.09,0.0,0.0,0.32,7.84,22,0,1
147.44,-7.16,199.96,0.0,0.0,1.29,8.92,21,0,0
-36.35,-3.53,306.01,0.0,0.0,0.47,8.1,21,0,1
151.06,-35.46,273.94,0.0,0.0,0.49,8.03,22,0,1
-148.4,-67.5,288.6,0.0,0.0,0.02,7.27,22,0,1
46.65,-51.04,316.95,0.0,0.0,0.07,7.65,22,0,1
52.64,10.53,133.08,0.0,0.0,0.04,7.42,22,0,1
0.06,3.93,343.36,0.0,0.0,0.07,7.58,22,0,1
25.03,29.29,67.39,0.0,0.0,0.32,8.1,22,0,1
4.42,-5.35,228.68,0.0,0.0,1.13,8.78,21,0,0
-11.09,-32.06,255.95,0.0,0.0,0.04,7.42,22,0,1
140.9,-59.43,245.98,0.0,0.0,0.02,7.18,22,0,1
-143.46,-76.58,234.75,0.0,0.0,0.37,8.07,22,0,1
0.44,-28.07,141.49,0.0,0.0,0.04,7.58,22,0,1
132.41,-6.18,196.62,0.0,0.0,0.44,8.19,21,0,1
-132.7,-69.61,139.83,0.0,0.0,0.09,7.04,22,0,1
24.82,37.8,352.31,0.0,0.0,0.42,8.07,22,0,1
153.36,-38.45,259.33,0.0,0.0,0.23,7.6,22,0,1
52.45,1.04,190.58,0.0,0.0,0.75,8.48,21,0,0
147.99,-62.15,126.75,0.0,0.0,0.14,7.46,22,0,1
55.43,31.27,327.81,0.0,0.0,0.09,7.67,22,0,1
10.29,-35.73,119.06,0.0,0.0,0.04,7.49,22,0,1
65.15,-9.56,218.15,0.0,0.0,0.02,7.39,22,0,1
9.56,-35.9,115.85,0.0,0.0,0.02,7.44,22,0,1
3.27,3.34,291.61,0.0,0.0,0.32,7.79,21,0,1
4.99,-6.61,226.25,0.0,0.0,0.84,8.55,21,0,0
26.09,-39.32,332.69,0.0,0.0,0.07,7.67,22,0,1
4.07,-2.76,220.21,0.0,0.0,0.82,8.5,21,0,0
3.12,4.24,293.03,0.0,0.0,0.3,7.79,22,0,1
3.48,-1.91,217.95,0.0,0.0,0.49,8.26,21,0,1
25.4,11.68,44.18,0.0,0.0,0.04,7.39,22,0,1
3.65,-2.82,219.21,0.0,0.0,0.44,8.24,21,0,1
4.04,-3.6,220.85,0.0,0.0,0.89,8.59,21,0,0
3.67,-3.39,220.53,0.0,0.0,0.98,8.66,21,0,0
2.79,23.39,358.91,0.0,0.0,0.02,7.25,22,0,1
-0.45,3.69,343.35,0.0,0.0,0.07,7.58,22,0,1
-154.5,-35.88,115.38,0.0,0.0,0.37,7.96,22,0,1
-151.1,-44.66,148.43,0.0,0.0,0.82,8.45,22,0,0
9.35,-35.46,112.6,0.0,0.0,0.04,7.56,22,0,1
-150.45,-15.33,193.3,0.0,0.0,0.44,8.19,21,0,1
-118.89,44.53,311.51,0.0,0.0,-0.01,7.18,22,0,0
61.21,-49.48,333.33,0.0,0.0,0.04,7.46,22,0,1
9.0,-34.29,140.05,0.0,0.0,0.02,7.42,22,0,1
50.91,-85.99,33.99,0.0,0.0,0.77,8.33,22,0,1
-120.97,22.24,189.96,0.0,0.0,0.44,8.07,22,0,1
9.19,62.75,64.36,0.0,0.0,0.56,8.19,22,0,1
19.91,-7.76,352.82,0.0,0.0,0.09,7.2,22,0,1
8.7,-37.17,156.13,0.0,0.0,0.04,7.56,22,0,1
7.16,-4.71,226.15,0.0,0.0,1.34,8.95,21,0,0
-133.67,-13.37,73.82,0.0,0.0,0.14,7.91,22,0,1
106.59,-0.81,123.35,0.0,0.0,0.04,7.46,22,0,1
4.23,-2.75,219.19,0.0,0.0,0.47,8.22,21,0,1
13.74,-14.91,128.36,0.0,0.0,0.07,7.53,22,0,1
-170.42,-0.7,283.76,0.0,0.0,0.04,7.34,22,0,1
-7.04,1.95,207.34,0.0,0.0,0.8,8.52,21,0,0
-84.19,-79.29,154.01,0.0,0.0,0.09,7.7,22,0,1
-11.82,6.93,340.02,0.0,0.0,0.04,7.51,22,0,1
3.8,-3.19,220.24,0.0,0.0,0.87,8.57,21,0,0
-70.92,52.34,135.62,0.0,0.0,0.47,8.17,21,0,1
129.32,-28.09,32.77,0.0,0.0,0.42,8.07,22,0,1
8.24,-34.27,150.11,0.0,0.0,0.04,7.46,22,0,1
4.11,-2.21,217.41,0.0,0.0,0.49,8.26,21,0,1
4.1,-3.97,221.05,0.0,0.0,0.75,8.48,21,0,0
-140.25,-10.07,120.5,0.0,0.0,0.04,7.42,22,0,1
150.58,-28.05,347.03,0.0,0.0,0.04,7.46,22,0,1
-5.36,-15.63,164.08,0.0,0.0,0.07,7.63,22,0,1
