roll,pitch,yaw,longi,lati,chargeRC,chargeTele,temp,velocity,result
2.94,4.64,293.76,0.0,0.0,0.3,7.86,22,0,1
3.65,-3.0,220.72,0.0,0.0,1.24,8.88,21,0,0
23.94,-40.1,355.89,0.0,0.0,0.07,7.63,22,0,1
10.08,-35.38,133.22,0.0,0.0,0.04,7.49,22,0,1
3.3,-2.94,219.73,0.0,0.0,0.44,8.22,21,0,1
20.02,21.13,199.86,0.0,0.0,0.07,7.72,22,0,1
3.42,4.29,293.29,0.0,0.0,0.3,7.77,22,0,1
-5.93,13.14,78.43,0.0,0.0,0.07,7.56,22,0,1
3.4,-2.7,220.01,0.0,0.0,0.44,8.24,21,0,1
-71.84,-84.43,154.62,0.0,0.0,0.04,7.39,22,0,1
-48.0,40.48,2.96,0.0,0.0,0.07,7.58,22,0,1
-73.17,8.91,58.29,0.0,0.0,0.32,7.67,22,0,1
3.91,-3.74,221.52,0.0,0.0,0.75,8.45,21,0,0
4.96,10.18,194.67,0.0,0.0,0.51,7.98,22,0,1
9.3,-34.78,147.74,0.0,0.0,0.04,7.53,22,0,1
10.81,2.81,190.59,0.0,0.0,0.44,8.17,21,0,1
93.31,-16.96,334.89,0.0,0.0,0.07,7.67,22,0,1
-4.27,1.91,161.89,0.0,0.0,1.13,8.76,21,0,0
6.61,-4.03,226.33,0.0,0.0,1.08,8.71,21,0,0
-45.11,-11.36,178.65,0.0,0.0,0.75,8.45,21,0,0
-95.38,-5.48,168.62,0.0,0.0,0.02,7.25,22,0,1
-32.24,39.91,333.89,0.0,0.0,0.02,7.23,22,0,1
-0.7,3.55,341.53,0.0,0.0,0.07,7.56,22,0,1
106.84,73.09,82.18,0.0,0.0,0.04,7.34,22,0,1
-2.18,-11.65,221.58,0.0,0.0,1.2,8.88,21,0,0
-175.56,-8.69,163.63,0.0,0.0,0.04,7.39,22,0,1
117.17,-3.7,196.59,0.0,0.0,0.42,8.17,21,0,1
9.83,-35.49,123.78,0.0,0.0,0.04,7.46,22,0,1
-0.95,-29.35,142.36,0.0,0.0,0.07,7.51,22,0,1
11.82,5.47,188.07,0.0,0.0,0.44,8.24,21,0,1
132.53,51.72,133.29,0.0,0.0,0.07,7.6,22,0,1
45.17,-38.33,23.04,0.0,0.0,0.09,7.67,22,0,1
3.26,3.23,292.35,0.0,0.0,0.32,7.79,21,0,1
1.49,4.05,292.53,0.0,0.0,0.32,7.82,22,0,1
63.37,-61.41,84.24,0.0,0.0,0.07,7.51,22,0,1
-83.0,52.04,123.97,0.0,0.0,0.47,8.15,21,0,1
9.27,-34.77,130.26,0.0,0.0,0.04,7.42,22,0,1
3.04,3.87,293.9,0.0,0.0,0.3,7.79,21,0,1
3.42,-3.58,220.42,0.0,0.0,0.94,8.64,21,0,0
-145.36,27.91,66.69,0.0,0.0,1.24,8.26,21,0,1
-74.57,22.55,324.78,0.0,0.0,0.09,7.3,22,0,1
9.39,-35.27,122.17,0.0,0.0,0.02,7.49,22,0,1
-8.58,-2.28,11.69,0.0,0.0,1.38,8.95,21,0,0
3.58,-3.29,221.58,0.0,0.0,0.75,8.48,21,0,0
3.67,-3.46,220.84,0.0,0.0,1.08,8.71,21,0,0
-7.42,-11.88,175.82,0.0,0.0,0.07,7.58,22,0,1
161.56,7.75,314.04,0.0,0.0,0.04,7.42,22,0,1
-2.28,0.57,138.4,0.0,0.0,1.24,8.85,21,0,0
82.41,31.17,225.37,0.0,0.0,0.16,7.77,22,0,1
-8.66,-8.14,94.13,0.0,0.0,0.11,7.7,22,0,1
8.96,-34.44,137.77,0.0,0.0,0.04,7.42,22,0,1
9.05,-34.5,144.32,0.0,0.0,0.04,7.46,22,0,1
9.89,-35.12,130.15,0.0,0.0,0.04,7.49,22,0,1
47.1,-29.95,19.75,0.0,0.0,0.07,7.6,22,0,1
-17.26,-3.1,291.76,0.0,0.0,0.37,7.96,21,0,1
3.8,4.31,291.38,0.0,0.0,0.32,7.82,22,0,1
5.53,-6.14,226.47,0.0,0.0,0.84,8.55,21,0,0
-2.68,5.83,2.49,0.0,0.0,1.31,8.88,21,0,0
-0.32,3.83,342.2,0.0,0.0,0.04,7.53,22,0,1
-0.74,14.67,202.31,0.0,0.0,0.51,8.03,22,0,1
-1.14,9.28,170.31,0.0,0.0,0.51,7.96,22,0,1
152.63,-6.44,219.39,0.0,0.0,0.07,7.56,22,0,1
-112.61,-67.42,146.77,0.0,0.0,0.02,7.32,22,0,1
-71.15,51.96,134.59,0.0,0.0,0.47,8.19,21,0,1
8.84,-34.73,150.35,0.0,0.0,0.04,7.42,22,0,1
1.99,-9.64,229.62,0.0,0.0,1.17,8.83,21,0,0
47.99,25.44,207.99,0.0,0.0,0.07,7.67,22,0,1
-59.67,-17.81,296.11,0.0,0.0,0.44,8.17,21,0,1
-40.79,-32.89,285.89,0.0,0.0,0.42,8.0,22,0,1
3.99,-3.52,220.7,0.0,0.0,1.24,8.88,21,0,0
146.04,-42.08,341.27,0.0,0.0,0.04,7.42,22,0,1
3.35,-30.98,346.25,0.0,0.0,0.07,7.63,22,0,1
-3.43,-27.83,159.02,0.0,0.0,0.07,7.65,22,0,1
1.14,-2.95,219.14,0.0,0.0,0.77,8.5,21,0,0
-72.52,22.5,325.4,0.0,0.0,0.09,7.3,22,0,1
3.69,-3.27,220.06,0.0,0.0,0.49,8.26,21,0,1
-2.66,5.19,325.07,0.0,0.0,1.34,8.9,21,0,0
-36.09,10.48,298.2,0.0,0.0,0.58,8.22,21,0,1
155.33,-11.17,183.96,0.0,0.0,0.09,7.74,22,0,1
90.34,23.08,215.32,0.0,0.0,0.14,7.79,22,0,1
8.45,-35.54,113.89,0.0,0.0,0.04,7.56,22,0,1
25.5,-16.72,92.71,0.0,0.0,0.04,7.39,22,0,1
96.9,-0.79,35.81,0.0,0.0,0.07,7.72,22,0,1
0.32,3.28,341.48,0.0,0.0,0.07,7.6,22,0,1
4.18,-1.13,215.96,0.0,0.0,0.56,8.33,21,0,1
93.02,-1.38,6.35,0.0,0.0,0.77,8.29,21,0,1
93.47,-6.73,192.16,0.0,0.0,0.42,8.19,21,0,1
41.66,11.95,285.03,0.0,0.0,0.07,7.6,22,0,1
2.09,-5.21,211.81,0.0,0.0,1.34,8.92,21,0,0
120.1,82.02,133.06,0.0,0.0,0.04,7.34,22,0,1
3.4,-2.84,220.0,0.0,0.0,0.72,8.45,21,0,0
8.14,-39.25,158.34,0.0,0.0,0.04,7.46,22,0,1
169.23,-11.47,183.0,0.0,0.0,0.09,7.67,22,0,1
144.26,26.03,272.78,0.0,0.0,0.02,7.3,22,0,1
4.79,-4.9,228.77,0.0,0.0,1.13,8.81,21,0,0
103.78,14.05,241.5,0.0,0.0,0.04,7.51,22,0,1
9.68,-34.96,138.26,0.0,0.0,0.02,7.42,22,0,1
8.31,-35.37,113.09,0.0,0.0,0.04,7.56,22,0,1
-20.81,13.32,172.27,0.0,0.0,0.07,7.49,22,0,1
-38.73,-17.93,291.57,0.0,0.0,0.44,8.07,22,0,1
-61.34,14.65,325.43,0.0,0.0,0.11,7.44,22,0,1
10.48,19.13,189.26,0.0,0.0,0.44,8.26,21,0,1
5.47,-7.22,226.43,0.0,0.0,0.84,8.55,21,0,0
4.73,-1.77,216.01,0.0,0.0,0.51,8.31,21,0,1
-8.19,-32.63,244.56,0.0,0.0,0.04,7.46,22,0,1
-78.95,-68.11,75.48,0.0,0.0,0.35,7.96,21,0,1
-8.34,-0.27,169.96,0.0,0.0,1.41,8.92,21,0,0
63.07,3.43,344.7,0.0,0.0,0.07,7.58,22,0,1
0.34,3.93,342.61,0.0,0.0,0.07,7.53,22,0,1
-4.43,-5.17,332.21,0.0,0.0,0.07,7.6,22,0,1
52.66,61.48,91.48,0.0,0.0,0.51,8.07,22,0,1
3.7,21.53,8.85,0.0,0.0,0.04,6.83,22,0,1
9.43,-34.74,136.24,0.0,0.0,0.04,7.49,22,0,1
-15.48,15.02,178.88,0.0,0.0,0.04,7.46,22,0,1
-6.25,4.88,16.58,0.0,0.0,1.34,8.97,21,0,0
-17.66,73.87,19.61,0.0,0.0,0.35,8.03,22,0,1
88.99,41.06,14.42,0.0,0.0,0.42,8.03,22,0,1
-163.98,-26.8,29.84,0.0,0.0,0.35,8.59,22,0,0
-69.07,-35.71,58.48,0.0,0.0,0.04,6.64,22,0,1
22.99,27.07,48.34,0.0,0.0,0.04,7.37,22,0,1
77.81,30.43,227.65,0.0,0.0,0.14,7.67,22,0,1
-31.62,-3.46,294.73,0.0,0.0,0.42,8.0,21,0,1
9.52,-34.72,130.94,0.0,0.0,0.04,7.44,22,0,1
-79.32,-75.34,117.7,0.0,0.0,0.02,7.32,22,0,1
3.75,-3.29,220.87,0.0,0.0,1.08,8.71,21,0,0
-45.58,67.02,297.8,0.0,0.0,0.09,7.01,22,0,1
-0.19,3.97,341.47,0.0,0.0,0.04,7.56,22,0,1
-31.2,-4.84,289.83,0.0,0.0,0.42,8.05,21,0,1
38.58,54.98,145.28,0.0,0.0,0.23,7.79,22,0,1
9.39,-34.17,135.74,0.0,0.0,0.04,7.42,22,0,1
0.82,-10.47,189.1,0.0,0.0,1.17,8.78,21,0,0
-148.73,-38.41,2.0,0.0,0.0,0.87,8.5,21,0,0
-2.8,2.49,141.18,0.0,0.0,1.36,8.95,21,0,0
5.19,7.76,107.23,0.0,0.0,1.46,9.04,21,0,0
9.63,-35.86,118.24,0.0,0.0,0.04,7.56,22,0,1
-37.23,-9.44,179.12,0.0,0.0,0.58,8.29,21,0,1
-117.8,-1.9,166.87,0.0,0.0,0.02,7.3,22,0,1
-69.52,21.61,326.53,0.0,0.0,0.11,7.51,22,0,1
-20.65,10.05,338.44,0.0,0.0,0.04,7.53,22,0,1
9.4,-35.13,122.34,0.0,0.0,0.04,7.49,22,0,1
4.41,-6.3,226.41,0.0,0.0,0.84,8.57,21,0,0
7.13,-4.67,226.42,0.0,0.0,1.01,8.66,21,0,0
3.21,-2.77,216.54,0.0,0.0,0.49,8.26,21,0,1
161.07,21.65,338.35,0.0,0.0,0.07,7.63,22,0,1
-6.75,-1.72,152.01,0.0,0.0,1.83,8.99,21,0,0
7.01,-4.68,227.29,0.0,0.0,1.13,8.78,21,0,0
4.68,10.25,61.13,0.0,0.0,0.04,7.44,22,0,1
3.19,4.01,294.82,0.0,0.0,0.32,7.89,21,0,1
70.21,12.27,99.75,0.0,0.0,0.04,7.39,22,0,1
-3.33,-1.03,138.66,0.0,0.0,1.22,8.83,21,0,0
-109.04,-6.07,188.06,0.0,0.0,0.07,7.51,22,0,1
69.51,-56.16,314.77,0.0,0.0,0.04,7.49,22,0,1
-6.94,26.64,347.32,0.0,0.0,0.63,8.24,22,0,1
98.51,32.57,70.95,0.0,0.0,0.07,7.67,22,0,1
-7.72,-2.15,356.25,0.0,0.0,1.31,8.9,21,0,0
-34.13,-63.53,24.42,0.0,0.0,0.37,7.74,22,0,1
-2.11,3.52,341.35,0.0,0.0,0.04,7.56,22,0,1
3.12,3.45,290.61,0.0,0.0,0.3,7.7,22,0,1
6.45,-4.11,226.34,0.0,0.0,1.1,8.76,21,0,0
161.73,-49.74,325.59,0.0,0.0,0.04,7.37,22,0,1
-111.23,-18.33,188.96,0.0,0.0,1.17,8.73,22,0,0
9.37,-34.73,147.85,0.0,0.0,0.02,7.42,22,0,1
102.25,13.66,223.74,0.0,0.0,0.07,7.63,22,0,1
4.85,-6.22,226.23,0.0,0.0,0.84,8.57,21,0,0
-154.11,6.84,131.16,0.0,0.0,0.04,7.49,22,0,1
-12.13,21.07,198.11,0.0,0.0,0.04,7.44,22,0,1
-0.53,3.37,344.11,0.0,0.0,0.07,7.51,22,0,1
-122.75,26.02,73.88,0.0,0.0,0.47,8.22,21,0,1
-21.67,-53.98,20.62,0.0,0.0,0.04,7.3,22,0,1
3.56,-2.36,219.48,0.0,0.0,0.44,8.24,21,0,1
3.49,-1.97,216.21,0.0,0.0,0.54,8.33,21,0,1
-2.7,2.81,300.88,0.0,0.0,1.31,8.9,21,0,0
5.56,-3.55,227.82,0.0,0.0,1.08,8.73,21,0,0
43.5,-37.32,22.42,0.0,0.0,0.07,7.6,22,0,1
7.08,-1.23,215.15,0.0,0.0,0.75,8.48,21,0,0
-14.49,8.01,339.23,0.0,0.0,0.04,7.53,22,0,1
-171.51,-25.27,213.93,0.0,0.0,0.44,8.1,22,0,1
-127.37,17.93,67.98,0.0,0.0,0.47,8.15,21,0,1
59.42,29.94,331.31,0.0,0.0,0.09,7.67,22,0,1
6.69,-0.55,214.96,0.0,0.0,0.75,8.5,21,0,0
9.23,7.75,182.02,0.0,0.0,0.42,8.24,21,0,1
9.43,-35.08,120.87,0.0,0.0,0.04,7.46,22,0,1
-0.13,3.52,342.71,0.0,0.0,0.07,7.56,22,0,1
-24.45,11.83,164.51,0.0,0.0,0.04,7.49,22,0,1
9.86,47.62,47.59,0.0,0.0,0.44,8.1,22,0,1
-7.37,-2.55,351.36,0.0,0.0,1.31,8.95,21,0,0
-177.14,-51.15,198.28,0.0,0.0,0.51,8.15,22,0,1
36.16,-19.97,142.55,0.0,0.0,0.02,7.18,22,0,1
3.21,3.33,294.07,0.0,0.0,0.3,7.82,22,0,1
-0.6,2.89,342.48,0.0,0.0,0.07,7.53,22,0,1
-5.48,-12.45,228.55,0.0,0.0,1.48,9.06,21,0,0
9.41,-35.51,127.46,0.0,0.0,0.02,7.42,22,0,1
3.68,-2.58,219.88,0.0,0.0,0.58,8.36,21,0,1
-168.89,8.45,14.61,0.0,0.0,0.16,7.84,22,0,1
3.85,-3.24,220.83,0.0,0.0,1.1,8.76,21,0,0
-128.04,-60.45,214.6,0.0,0.0,0.02,7.2,22,0,1
-22.94,56.14,193.89,0.0,0.0,0.02,7.39,22,0,1
-16.59,64.92,129.58,0.0,0.0,0.23,7.79,22,0,1
2.92,3.49,292.34,0.0,0.0,0.32,7.82,21,0,1
-122.99,2.8,304.9,0.0,0.0,0.04,7.34,22,0,1
-75.38,-21.36,174.29,0.0,0.0,0.02,7.39,22,0,1
1.73,-1.04,210.55,0.0,0.0,1.5,9.06,21,0,0
42.92,0.91,196.88,0.0,0.0,0.02,7.32,22,0,1
-0.43,3.24,343.89,0.0,0.0,0.07,7.53,22,0,1
8.67,-35.18,152.43,0.0,0.0,0.04,7.42,22,0,1
10.1,-35.6,139.79,0.0,0.0,0.04,7.42,22,0,1
47.08,-63.34,100.07,0.0,0.0,0.04,7.44,22,0,1
-1.27,-29.05,141.44,0.0,0.0,0.07,7.51,22,0,1
-81.37,-23.95,339.91,0.0,0.0,0.07,6.87,22,0,1
-101.51,-19.01,145.93,0.0,0.0,0.07,7.58,22,0,1
-1.24,3.18,342.78,0.0,0.0,0.07,7.56,22,0,1
10.03,-35.11,136.69,0.0,0.0,0.04,7.56,22,0,1
-4.61,37.18,348.53,0.0,0.0,0.04,7.16,22,0,1
3.98,-3.31,220.93,0.0,0.0,0.82,8.55,21,0,0
42.49,41.37,72.09,0.0,0.0,0.04,7.46,22,0,1
-39.29,-31.19,292.74,0.0,0.0,0.51,8.15,21,0,1
3.69,-3.17,220.26,0.0,0.0,0.89,8.59,21,0,0
-64.02,2.41,351.02,0.0,0.0,0.35,7.91,22,0,1
-38.62,-8.84,288.03,0.0,0.0,0.4,7.93,21,0,1
-4.08,-1.82,144.59,0.0,0.0,1.24,8.85,21,0,0
8.41,-33.78,150.81,0.0,0.0,0.04,7.56,22,0,1
70.0,38.92,39.25,0.0,0.0,0.14,7.84,22,0,1
-54.9,17.36,123.4,0.0,0.0,0.11,7.72,22,0,1
-96.48,29.74,205.98,0.0,0.0,0.37,7.7,22,0,1
-73.81,-62.39,149.24,0.0,0.0,0.07,7.56,22,0,1
2.85,-3.24,221.42,0.0,0.0,0.77,8.48,21,0,0
9.8,-32.98,113.41,0.0,0.0,0.02,7.49,22,0,1
16.36,65.46,76.29,0.0,0.0,0.54,8.24,22,0,1
3.69,-3.65,221.57,0.0,0.0,0.77,8.5,21,0,0
-0.87,7.57,158.18,0.0,0.0,0.51,7.86,22,0,1
-71.19,14.79,56.86,0.0,0.0,0.35,7.82,22,0,1
-8.49,-1.15,217.03,0.0,0.0,1.03,8.66,21,0,0
6.39,6.41,280.48,0.0,0.0,0.32,7.77,22,0,1
24.17,31.04,112.32,0.0,0.0,0.04,7.49,22,0,1
43.49,1.08,292.56,0.0,0.0,0.07,7.53,22,0,1
-24.94,11.03,338.0,0.0,0.0,0.04,7.56,22,0,1
2.84,3.96,294.67,0.0,0.0,0.3,7.91,22,0,1
-6.51,-23.21,164.13,0.0,0.0,0.07,7.51,22,0,1
3.59,5.05,293.41,0.0,0.0,0.35,7.93,22,0,1
112.02,-35.17,218.67,0.0,0.0,0.04,7.51,22,0,1
6.79,-37.86,158.94,0.0,0.0,0.04,7.49,22,0,1
-1.02,3.27,343.09,0.0,0.0,0.07,7.53,22,0,1
137.46,-7.16,196.77,0.0,0.0,0.49,8.19,21,0,1
10.06,-34.95,126.02,0.0,0.0,0.02,7.42,22,0,1
4.13,-2.69,218.46,0.0,0.0,0.47,8.26,21,0,1
143.79,-9.77,196.25,0.0,0.0,0.4,8.17,21,0,1
-107.05,-81.4,296.02,0.0,0.0,0.04,7.49,22,0,1
156.89,-68.9,231.85,0.0,0.0,0.04,7.27,22,0,1
9.56,10.4,183.52,0.0,0.0,0.44,8.19,21,0,1
-171.65,-1.69,114.83,0.0,0.0,0.28,7.89,22,0,1
-0.89,3.91,343.65,0.0,0.0,0.07,7.56,22,0,1
46.41,-45.09,338.8,0.0,0.0,0.04,7.51,22,0,1
1.64,17.75,273.3,0.0,0.0,0.61,7.86,22,0,1
-3.38,5.5,8.54,0.0,0.0,1.31,8.92,21,0,0
4.02,-7.33,226.96,0.0,0.0,1.46,8.99,21,0,0
17.31,55.52,51.73,0.0,0.0,0.56,8.22,22,0,1
124.33,-40.18,272.03,0.0,0.0,0.44,8.03,22,0,1
148.95,-33.28,203.44,0.0,0.0,0.04,7.39,22,0,1
-58.74,-43.35,318.57,0.0,0.0,0.65,8.33,22,0,1
10.3,-34.46,120.98,0.0,0.0,0.04,7.49,22,0,1
6.64,-5.03,226.65,0.0,0.0,0.94,8.59,21,0,0
3.71,-3.68,221.52,0.0,0.0,0.75,8.52,21,0,0
-1.32,-25.64,152.61,0.0,0.0,0.07,7.63,22,0,1
-11.47,8.73,163.29,0.0,0.0,0.04,7.37,22,0,1
114.74,-3.0,196.79,0.0,0.0,0.35,8.05,21,0,1
-29.54,12.83,336.56,0.0,0.0,0.04,7.53,22,0,1
4.06,-3.47,220.92,0.0,0.0,0.77,8.45,21,0,0
114.67,-1.23,129.05,0.0,0.0,0.04,7.6,22,0,1
-0.83,3.62,176.58,0.0,0.0,1.08,8.71,21,0,0
153.08,-7.08,262.76,0.0,0.0,0.04,7.51,22,0,1
-33.26,13.56,334.52,0.0,0.0,0.04,7.51,22,0,1
53.7,7.03,203.01,0.0,0.0,0.04,7.44,22,0,1
-30.73,12.88,336.24,0.0,0.0,0.04,7.51,22,0,1
3.69,-1.59,217.08,0.0,0.0,0.51,8.26,21,0,1
-4.26,-53.42,184.24,0.0,0.0,0.04,7.49,22,0,1
-43.47,-36.97,289.48,0.0,0.0,0.42,8.07,21,0,1
-32.84,-5.42,288.2,0.0,0.0,0.42,8.0,21,0,1
-75.66,53.91,122.96,0.0,0.0,0.49,8.17,21,0,1
-138.21,-38.77,125.33,0.0,0.0,0.18,7.79,22,0,1
112.6,10.95,149.35,0.0,0.0,0.04,7.46,22,0,1
16.63,-38.92,121.79,0.0,0.0,0.02,7.25,22,0,1
133.54,-9.84,257.97,0.0,0.0,0.18,7.79,22,0,1
3.99,-3.52,220.89,0.0,0.0,0.87,8.57,21,0,0
-17.26,-10.86,175.9,0.0,0.0,0.07,7.7,22,0,1
116.12,-8.5,311.49,0.0,0.0,0.04,7.46,22,0,1
8.53,-8.49,222.18,0.0,0.0,1.36,8.95,21,0,0
9.63,32.78,19.47,0.0,0.0,0.04,7.42,22,0,1
-44.91,4.73,80.62,0.0,0.0,0.56,8.1,21,0,1
-65.38,34.4,64.62,0.0,0.0,0.16,7.65,22,0,1
0.69,-20.24,343.01,0.0,0.0,0.04,7.39,22,0,1
15.83,-27.02,123.09,0.0,0.0,0.07,7.51,22,0,1
-154.93,-23.61,94.63,0.0,0.0,0.42,8.05,22,0,1
-38.84,-7.14,204.87,0.0,0.0,0.42,8.1,21,0,1
-148.77,-0.54,179.28,0.0,0.0,0.04,7.42,22,0,1
0.6,3.81,292.52,0.0,0.0,0.35,7.84,21,0,1
-151.9,-20.48,39.83,0.0,0.0,0.28,7.89,22,0,1
9.04,-4.9,234.54,0.0,0.0,1.38,8.97,21,0,0
-14.3,4.01,194.77,0.0,0.0,0.07,7.6,22,0,1
-98.57,33.08,217.14,0.0,0.0,0.25,7.67,22,0,1
9.46,-33.71,113.98,0.0,0.0,0.04,7.49,22,0,1
-116.38,65.1,64.86,0.0,0.0,0.32,7.86,22,0,1
-0.9,3.82,343.73,0.0,0.0,0.07,7.56,22,0,1
102.23,-64.56,269.62,0.0,0.0,0.04,6.78,22,0,1
88.72,27.21,169.28,0.0,0.0,0.09,7.7,22,0,1
63.61,-8.8,143.35,0.0,0.0,0.02,7.25,22,0,1
124.69,-17.67,24.48,0.0,0.0,0.42,7.84,22,0,1
167.61,13.48,337.6,0.0,0.0,0.07,7.65,22,0,1
0.79,-1.14,210.55,0.0,0.0,1.43,8.97,21,0,0
9.12,-34.58,149.31,0.0,0.0,0.04,7.56,22,0,1
11.54,-26.74,13.16,0.0,0.0,0.04,7.25,22,0,1
63.55,-46.22,300.11,0.0,0.0,0.04,7.49,22,0,1
51.41,-35.12,20.86,0.0,0.0,0.07,7.58,22,0,1
-1.32,-17.92,310.65,0.0,0.0,0.07,7.51,22,0,1
4.15,-3.75,221.51,0.0,0.0,0.75,8.48,21,0,0
-10.22,-0.84,291.72,0.0,0.0,0.37,7.89,22,0,1
-137.22,-23.31,171.33,0.0,0.0,-0.01,7.13,22,0,0
49.68,-8.05,333.61,0.0,0.0,0.07,7.6,22,0,1
9.24,-34.33,133.91,0.0,0.0,0.04,7.44,22,0,1
170.84,-73.92,331.71,0.0,0.0,0.07,7.53,22,0,1
-26.39,1.98,19.66,0.0,0.0,0.77,8.15,22,0,1
8.34,-35.52,153.9,0.0,0.0,0.04,7.46,22,0,1
3.71,-1.98,217.12,0.0,0.0,0.51,8.29,21,0,1
143.92,-62.98,246.31,0.0,0.0,0.02,7.27,22,0,1
-4.5,-0.57,206.11,0.0,0.0,0.94,8.59,21,0,0
3.62,4.43,290.23,0.0,0.0,0.3,7.77,21,0,1
4.11,-2.29,218.18,0.0,0.0,0.47,8.22,21,0,1
9.68,-35.16,126.55,0.0,0.0,0.02,7.42,22,0,1
-35.3,19.81,331.75,0.0,0.0,0.04,7.44,22,0,1
-153.67,4.96,40.49,0.0,0.0,0.56,8.22,21,0,1
-4.24,-28.15,157.86,0.0,0.0,0.07,7.58,22,0,1
4.37,-3.03,220.91,0.0,0.0,0.77,8.5,21,0,0
5.26,-6.47,222.58,0.0,0.0,1.22,8.88,21,0,0
1.95,-49.04,172.79,0.0,0.0,0.04,7.42,22,0,1
-35.61,70.59,30.53,0.0,0.0,0.35,8.05,22,0,1
4.75,-6.41,226.51,0.0,0.0,0.84,8.55,21,0,0
6.27,-4.93,226.58,0.0,0.0,0.91,8.62,21,0,0
6.15,-20.79,296.58,0.0,0.0,0.07,7.53,22,0,1
73.13,-2.26,354.0,0.0,0.0,0.02,7.27,22,0,1
40.46,6.31,290.95,0.0,0.0,0.07,7.63,22,0,1
73.98,3.22,303.97,0.0,0.0,0.18,7.7,22,0,1
-172.59,-42.89,190.9,0.0,0.0,0.28,7.93,22,0,1
3.15,-3.58,220.89,0.0,0.0,1.1,8.78,21,0,0
6.48,-4.18,226.43,0.0,0.0,0.91,8.64,21,0,0
41.7,49.9,81.59,0.0,0.0,0.11,7.79,22,0,1
33.95,11.25,190.55,0.0,0.0,1.38,8.92,21,0,0
-177.74,4.36,85.36,0.0,0.0,0.14,7.79,22,0,1
-47.98,17.59,327.88,0.0,0.0,0.04,7.51,22,0,1
-126.53,-20.62,11.27,0.0,0.0,0.21,7.93,22,0,1
9.92,-34.76,119.45,0.0,0.0,0.04,7.56,22,0,1
110.62,-46.32,276.47,0.0,0.0,0.07,7.56,22,0,1
3.2,3.77,294.08,0.0,0.0,0.3,7.84,22,0,1
3.41,-2.15,218.12,0.0,0.0,0.47,8.22,21,0,1
3.07,4.79,290.82,0.0,0.0,0.3,7.77,22,0,1
169.61,-17.94,296.82,0.0,0.0,0.28,7.84,22,0,1
3.8,-3.89,220.88,0.0,0.0,1.08,8.71,21,0,0
9.43,-34.33,138.02,0.0,0.0,0.04,7.49,22,0,1
50.25,-47.36,337.95,0.0,0.0,0.04,7.42,22,0,1
-28.27,-4.99,295.23,0.0,0.0,0.42,7.96,21,0,1
-133.17,15.5,190.08,0.0,0.0,0.42,8.07,22,0,1
-158.02,36.67,250.81,0.0,0.0,0.32,7.91,22,0,1
-0.35,68.4,246.46,0.0,0.0,0.14,7.67,22,0,1
-62.0,-19.27,117.94,0.0,0.0,0.04,7.39,22,0,1
4.36,-3.34,220.91,0.0,0.0,0.77,8.5,21,0,0
29.19,-48.14,269.61,0.0,0.0,0.04,7.39,22,0,1
123.52,-3.23,56.62,0.0,0.0,0.35,7.63,22,0,1
-1.63,3.51,341.07,0.0,0.0,0.04,7.56,22,0,1
8.69,-34.22,150.96,0.0,0.0,0.04,7.49,22,0,1
136.66,15.24,199.82,0.0,0.0,0.02,7.18,22,0,1
-3.63,-12.01,226.24,0.0,0.0,1.22,8.88,21,0,0
9.53,-35.69,113.95,0.0,0.0,0.04,7.49,22,0,1
8.49,-34.52,147.33,0.0,0.0,0.04,7.46,22,0,1
9.8,-34.69,137.47,0.0,0.0,0.04,7.53,22,0,1
-40.73,43.72,344.44,0.0,0.0,0.07,7.56,22,0,1
-159.04,41.59,252.84,0.0,0.0,0.3,7.84,22,0,1
-71.38,52.74,133.18,0.0,0.0,0.47,8.15,21,0,1
117.9,20.76,319.68,0.0,0.0,0.04,7.3,22,0,1
3.6,-3.1,220.72,0.0,0.0,1.2,8.83,21,0,0
-7.86,-2.14,358.45,0.0,0.0,1.46,9.04,21,0,0
3.77,3.77,292.04,0.0,0.0,0.3,7.72,22,0,1
3.43,-3.77,220.9,0.0,0.0,0.89,8.59,21,0,0
-52.15,20.61,195.61,0.0,0.0,0.04,7.39,22,0,1
3.93,-3.46,220.93,0.0,0.0,0.8,8.55,21,0,0
164.93,-29.91,265.11,0.0,0.0,0.68,8.29,22,0,1
174.82,-6.71,212.9,0.0,0.0,0.02,7.32,22,0,1
4.89,-1.07,215.95,0.0,0.0,0.54,8.31,21,0,1
-138.08,-46.56,38.66,0.0,0.0,0.04,7.44,22,0,1
-149.76,16.57,54.37,0.0,0.0,1.46,8.33,21,0,1
-90.11,-10.93,146.36,0.0,0.0,0.07,7.63,22,0,1
103.79,-69.87,323.26,0.0,0.0,0.07,7.7,22,0,1
158.45,-5.57,184.2,0.0,0.0,0.09,7.72,22,0,1
64.8,0.45,5.34,0.0,0.0,0.07,7.56,22,0,1
3.46,-3.07,220.06,0.0,0.0,0.75,8.48,21,0,0
7.68,-5.23,226.44,0.0,0.0,0.96,8.62,21,0,0
21.05,-0.9,186.87,0.0,0.0,0.04,7.49,22,0,1
88.83,73.28,280.13,0.0,0.0,0.04,7.51,22,0,1
11.89,9.97,113.06,0.0,0.0,0.02,7.39,22,0,1
-1.13,-14.66,10.31,0.0,0.0,0.14,7.56,22,0,1
3.29,3.6,291.98,0.0,0.0,0.32,7.77,21,0,1
